title,authors,categories,published_year
Gifted Hands,Ben Carson;Cecil B. Murphey,Biography & Autobiography,1996.0
Trial by Fire,Terri Blackstock,Fiction,2000.0
"""A"" is for Abductive",Leonard I. Sweet;Brian D. McLaren;Jerry Haselmayer,Religion,2003.0
Breach of Promise,James Scott Bell,Fiction,2004.0
Deadlock,James Scott Bell,Fiction,2002.0
Ever After,Karen Kingsbury,Fiction,2006.0
Fanning the Flame,Christopher J. H. Wright,Religion,2003.0
The Church on the Other Side,Brian D. McLaren,Religion,2003.0
The Church in Emerging Culture,Andy Crouch,Religion,2003.0
Becoming a Contagious Christian,Mark Mittelberg;Lee Strobel;Bill Hybels,Religion,2007.0
Journey into God's Word,J. Scott Duvall;J. Daniel Hays,Religion,2005.0
Zondervan Handbook to the Bible,David Alexander;Pat Alexander,Religion,2005.0
Velvet Elvis,Rob Bell,Religion,2005.0
Purpose Driven Life MM Camouflage Edition,"Rick Warren, D.Min.;Zondervan Publishing",Christian life,2004.0
A Search for What Makes Sense,Brian D. McLaren,Religion,2007.0
The Complete Green Letters,Miles J. Stanford,Religion,1983.0
Zondervan NIV Study Bible,Kenneth L. Barker;Donald W. Burdick,Bibles,2002.0
How to Write a Damn Good Novel,James N. Frey,Language Arts & Disciplines,1987.0
The Sun in the Morning,Mary Margaret Kaye,Biography & Autobiography,1990.0
The Awakening,Kate Chopin,Adultery,1993.0
James Herriot's Treasury for Children,James Herriot,Juvenile Nonfiction,1992.0
Modern Classics of Science Fiction,Gardner Dozois,Fiction,1993.0
The Great Ape Project,Paola Cavalieri;Peter Singer,Nature,1993.0
White Man's Grave,Richard Dooling,Fiction,1995.0
Isak Dinesen,Judith Thurman,Biography & Autobiography,1995.0
Four Weddings and a Funeral,Richard Curtis,Performing Arts,1996.0
With William Burroughs,William S. Burroughs;Victor Bockris,Biography & Autobiography,1996.0
The Everyday I Ching,Sarah Dening,"Body, Mind & Spirit",1997.0
The Far Pavilions,M. M. Kaye,Fiction,1997.0
From Bondage,Henry Roth,Fiction,1997.0
Mary Queen of Scotland & The Isles,Margaret George,Fiction,1997.0
The Communist Manifesto: Marx,John Toews,Political Science,1999.0
Through the Dark Labyrinth,Gordon Bowker,Biography & Autobiography,1997.0
I Capture the Castle,Dodie Smith,Fiction,1948.0
Marilyn Manson,Kurt Reighley,Biography & Autobiography,1998.0
Radio On,Sarah Vowell,Literary Collections,1997.0
Human Croquet,Kate Atkinson,Fiction,1999.0
The Autobiography of Henry VIII,Margaret George,Fiction,1998.0
Bachelor Brothers' Bed & Breakfast Pillow Book,Bill Richardson,Fiction,1998.0
One Thousand White Women,Jim Fergus,Fiction,1999.0
Requiem for Harlem,Henry Roth,Fiction,1998.0
High Five,Janet Evanovich,Fiction,1999.0
"James Tiptree, Jr.",Julie Phillips,Biography & Autobiography,2006.0
Birds of America,Lorrie Moore,Fiction,1999.0
And The Band Played on,Randy Shilts,Health & Fitness,2000.0
We Wish to Inform You That Tomorrow We Will Be Killed with Our Families,Philip Gourevitch,History,1999.0
Death in the Andamans,M. M. Kaye,Fiction,2000.0
Death in Berlin,M. M. Kaye,Fiction,2000.0
Death in Kashmir,M. M. Kaye,Fiction,2000.0
Four Mothers,Shifra Horn;Dalya Bilu,Fiction,2000.0
Timbuktu,Paul Auster,Fiction,1999.0
The Italian Girl,Patricia Hall,Fiction,2000.0
The Naked and the Dead,Norman Mailer,Fiction,2000.0
Enchanted Evening,M. M. Kaye,Biography & Autobiography,2000.0
The Illustrated Story Of O,Pauline Reage,Photography,2001.0
Catfish and Mandala,Andrew X. Pham,Biography & Autobiography,2000.0
The Satanic Verses,Salman Rushdie,Fiction,2000.0
Absent in the Spring and Other Novels,Mary Westmacott;Agatha Christie,Fiction,2001.0
Round Ireland with a Fridge,Tony Hawks,Travel,2001.0
An Unfortunate Woman,Richard Brautigan,Fiction,2001.0
The Glass Bead Game,Hermann Hesse,Fiction,2002.0
Emotionally Weird,Kate Atkinson,Fiction,2001.0
A Writer's Workbook,Caroline Sharp;Elizabeth Gilbert,Language Arts & Disciplines,2002.0
Waiting for My Cats to Die,Stacy Horn,Biography & Autobiography,2002.0
Serious Girls,Maxine Swann,Fiction,2004.0
Lords of the White Castle,Elizabeth Chadwick,Fiction,2002.0
The Christmas Shoes,Donna VanLiere,Fiction,2001.0
Education As My Agenda,Gertrude S. Williams;Jo Ann Robinson,Biography & Autobiography,2005.0
Banvard's Folly,Paul Collins,History,2002.0
The Last Jew,Noah Gordon,Fiction,1992.0
How to Write a Damn Good Mystery,James N. Frey,Language Arts & Disciplines,2004.0
Jenny and the Jaws of Life,Jincy Willett,Fiction,2002.0
Plum Lovin',Janet Evanovich,Fiction,2007.0
McCarthy's Bar,Pete McCarthy,Travel,2003.0
The Pythons,Graham Chapman;John Cleese;Terry Gilliam;Michael Palin;Eric Idle;Terry Jones,Biography & Autobiography,2005.0
The Little Princesses,Marion Crawford,Biography & Autobiography,2003.0
The New York Times Guide to Essential Knowledge,The New York Times,Reference,2004.0
Little Children,Tom Perrotta,Fiction,2004.0
The Gatekeeper,Terry Eagleton,Biography & Autobiography,2003.0
Dominion,Matthew Scully,Nature,2003.0
SPQR VI: Nobody Loves a Centurion,John Maddox Roberts,Fiction,2003.0
Something Borrowed,Emily Giffin,Fiction,2004.0
Something Borrowed,Emily Giffin,Fiction,2005.0
P.S. Your Cat Is Dead,James Kirkwood,Fiction,2003.0
Something Blue,Emily Giffin,Fiction,2006.0
All Things Bright and Beautiful,James Herriot,Biography & Autobiography,2004.0
Inside the Mind of Gideon Rayburn,Sarah Miller,Juvenile Fiction,2006.0
Spider Mountain,P. T. Deutermann,Fiction,2006.0
Where the Mountain Casts Its Shadow,Maria Coffey,Biography & Autobiography,2005.0
Sideways,Rex Pickett,Fiction,2004.0
Baby Proof,Emily Giffin,Fiction,2006.0
Lean Mean Thirteen,Janet Evanovich,Fiction,2007.0
The Last Wife of Henry VIII,Carolly Erickson,Fiction,2006.0
The Forsaken,L. A. Banks,Fiction,2006.0
A Woman of Substance,Barbara Taylor Bradford,Fiction,2005.0
The Red Tent,Anita Diamant,Fiction,2005.0
Dirty Little Secrets,Joy King,Fiction,2006.0
Think Like a Guy,Giuliana Depandi,Family & Relationships,2006.0
The Ravenscar Dynasty,Barbara Taylor Bradford,Fiction,2006.0
The Devil in the Junior League,Linda Francis Lee,Fiction,2006.0
The Silver Pigs,Lindsey Davis,Fiction,2006.0
The Mystery Method,Mystery;Chris Odom,Family & Relationships,2007.0
Marked,P. C. Cast;Kristin Cast,Juvenile Fiction,2007.0
Let's Go Australia 9th Edition,Let's Go Inc,Travel,2006.0
"The Paris Review Interviews, I",The Paris Review,Biography & Autobiography,2006.0
More Plums in One,Janet Evanovich,Fiction,2007.0
James Herriot's Dog Stories,James Herriot,Pets,2006.0
Beatrix Potter,Linda Lear,Biography & Autobiography,2007.0
The Twenty-Seventh City,Jonathan Franzen,Fiction,2001.0
"Haussmann, Or the Distinction",Paul LaFarge,Fiction,2002.0
The Journey to the East,Hermann Hesse,Fiction,2003.0
This Side of Brightness,Colum McCann,Fiction,2003.0
What Was She Thinking?,Zoë Heller,Fiction,2004.0
Middlesex,Jeffrey Eugenides,Fiction,2003.0
The Interpreter,Suki Kim,Fiction,2003.0
Hand to Mouth,Paul Auster,Biography & Autobiography,2003.0
A Feather on the Breath of God,Sigrid Nunez,Fiction,2005.0
Galatea 2.2,Richard Powers,Fiction,2004.0
Mason & Dixon,Thomas Pynchon,Fiction,2004.0
The River at the Center of the World,Simon Winchester,Travel,2004.0
Primo Levi,Ian Thomson,Biography & Autobiography,2004.0
Dry,Augusten Burroughs,Biography & Autobiography,2004.0
A Home at the End of the World,Michael Cunningham,Fiction,2004.0
Call It Sleep,Henry Roth,Fiction,2005.0
I Am Charlotte Simmons,Tom Wolfe,Fiction,2005.0
Small Island,Andrea Levy,Fiction,2004.0
Collected Prose,Paul Auster,Literary Collections,2005.0
Saints at the River,Ron Rash,Fiction,2005.0
Chemistry and Other Stories,Ron Rash,Fiction,2007.0
Vita,Melania G. Mazzucco,Fiction,2006.0
Night Draws Near,Anthony Shadid,History,2006.0
A Woman in Berlin,Anonymous,Biography & Autobiography,2006.0
The Brooklyn Follies,Paul Auster,Fiction,2006.0
Limitations,Scott Turow,Fiction,2006.0
The Price of the Ticket,James Baldwin,Literary Criticism,1985.0
The Humanoids,Jack Williamson,Fiction,1996.0
"The Demon Princes, Vol. 1",Jack Vance,Fiction,1997.0
The Memory of Whiteness,Kim Stanley Robinson,Fiction,1996.0
Xenocide,Orson Scott Card,Fiction,1996.0
The Dark Descent,Clive Barker;Ray Bradbury,Fiction,1997.0
Ports of Call,Jack Vance,Fiction,1999.0
"The Demon Princes, Vol. 2",Jack Vance,Fiction,1997.0
Jack of Kinrowan,Charles de Lint,Fiction,1999.0
Lurulu,Jack Vance,Fiction,2007.0
The Land of Laughs,Jonathan Carroll,Fiction,2001.0
Tales of the Dying Earth,Jack Vance,Fiction,2000.0
The Fantasies of Robert A. Heinlein,Robert A. Heinlein,Fiction,2002.0
Songmaster,Orson Scott Card,Fiction,2002.0
Lovelock,Orson Scott Card;Kathryn H. Kidd,Fiction,2001.0
Duel,Richard Matheson,Fiction,2003.0
The Collected Stories of Arthur C. Clarke,Arthur C. Clarke,Fiction,2002.0
Sword & Citadel,Gene Wolfe,Fiction,1994.0
The Starry Rift,James Tiptree,Fiction,1994.0
Pacific Edge,Kim Stanley Robinson,Fiction,1995.0
Devil's Backbone,Terry C. Johnston,Fiction,1991.0
The Circle,David Poyer,Fiction,1993.0
Faking It,Jennifer Crusie,Fiction,2004.0
Welcome to Temptation,Jennifer Crusie,Fiction,2004.0
Full Bloom,Janet Evanovich;Charlotte Hughes,Fiction,2005.0
Full Scoop,Janet Evanovich;Charlotte Hughes,Fiction,2006.0
The Damned,L. A. Banks,Fiction,2007.0
The Cursed One,Ronda Thompson,Fiction,2006.0
A Quiver Full of Arrows,Jeffrey Archer,Fiction,2005.0
The Hunted,L. A. Banks,Fiction,2005.0
The Forbidden,L. A. Banks,Fiction,2006.0
When the Lion Feeds,Wilbur Smith,Fiction,2006.0
A Sparrow Falls,Wilbur Smith,Fiction,2007.0
The Unfortunate Miss Fortunes,Jennifer Crusie;Eileen Dreyer;Anne Stuart,Fiction,2007.0
Hot Stuff,Janet Evanovich;Leanne Banks,Fiction,2007.0
Two for the Dough,Janet Evanovich,Fiction,2007.0
The Edge of Honor,P. T. Deutermann,Fiction,1995.0
Wings of Fire,Charles Todd,Fiction,1999.0
All Creatures Great and Small,James Herriot,Biography & Autobiography,1998.0
The Lord God Made Them All,James Herriot,Biography & Autobiography,1998.0
Four to Score,Janet Evanovich,Fiction,1999.0
"Thrones, Dominations",Dorothy L. Sayers;Jill Paton Walsh,Fiction,1999.0
Black Coffee,Agatha Christie,Fiction,1999.0
El Paso,Matt Braun,Fiction,1999.0
Search the Dark,Charles Todd,Fiction,2000.0
Cuba,Stephen Coonts,Fiction,2000.0
What the Corpse Revealed,Hugh Miller,True Crime,2000.0
Name Dropping,Rachael F. Heller,Fiction,2001.0
Seven Up,Janet Evanovich,Fiction,2002.0
Hardcase,Dan Simmons,Fiction,2002.0
Warlock,Wilbur Smith,Fiction,2002.0
Crooked House,Agatha Christie,Fiction,2002.0
Abandoned Prayers,Gregg Olsen,True Crime,2003.0
The Sigma Protocol,Robert Ludlum,Fiction,2002.0
True Believers,Jane Haddam,Fiction,2002.0
Full Blast,Janet Evanovich;Charlotte Hughes,Fiction,2004.0
Hard Eight,Janet Evanovich,Fiction,2003.0
Eleven on Top,Janet Evanovich,Fiction,2006.0
Minion,L. A. Banks,Fiction,2004.0
The Janson Directive,Robert Ludlum,Fiction,2003.0
The Tristan Betrayal,Robert Ludlum,Fiction,2004.0
The Ambler Warning,Robert Ludlum,Fiction,2006.0
Robert Ludlum's The Moscow Vector,Robert Ludlum;Patrick Larkin,Fiction,2006.0
The Firefly,P. T. Deutermann,Fiction,2004.0
As the Crow Flies,Jeffrey Archer,Fiction,2004.0
Dakota,Matt Braun,Fiction,2005.0
The Fantastic Vampire,James Craig Holte,Literary Criticism,2002.0
From Hinton to Hamlet,Sarah K. Herz;Donald R. Gallo,Literary Criticism,2005.0
SantaKid,James Patterson,Juvenile Fiction,2004.0
Trials of Death,Darren Shan,Juvenile Fiction,2005.0
Oblivion,David Foster Wallace,Fiction,2005.0
Julie and Julia,Julie Powell,Biography & Autobiography,2006.0
The Truth of the Matter,Robb Forman Dew,Fiction,2006.0
The Beatles,Bob Spitz,Biography & Autobiography,2006.0
Twilight,Stephenie Meyer,Young Adult Fiction,2006.0
Cirque Du Freak #10: The Lake of Souls,Darren Shan,Young Adult Fiction,2006.0
The Terror,Dan Simmons,Fiction,2007.0
Hollywood Station,Joseph Wambaugh,Fiction,2006.0
The Harry Bosch Novels,Michael Connelly,Fiction,2001.0
Consider the Lobster,David Foster Wallace,Literary Criticism & Collections,2005.0
The Bookseller of Kabul,Asne Seierstad,Biography & Autobiography,2004.0
Yiddish with Dick and Jane,Ellis Weiner;Barbara Davilman,Humor,2004.0
The Lovely Bones,Alice Sebold,Fiction,2004.0
Blink,Malcolm Gladwell,Business & Economics,2005.0
Paint it Black,Janet Fitch,Fiction,2006.0
"The World Treasury of Physics, Astronomy, and Mathematics",Timothy Ferris;Clifton Fadiman,Education,1993.0
White Oleander,Janet Fitch,Fiction,2000.0
Midnight Riders,Scott Freeman,Music,1996.0
The Magus,John Fowles,Fiction,2001.0
Mythology,Edith Hamilton,Social Science,1998.0
"Last Lion, The: Volume 1",William Manchester,Biography & Autobiography,1983.0
Candy,Mian Mian,Fiction,2003.0
The Black Veil,Rick Moody,Family & Relationships,2002.0
"Harry Bosch Novels, The: Volume 2",Michael Connelly,Fiction,2003.0
Miracle on the 17th Green,James Patterson;Peter De Jonge,Fiction,1996.0
The Ice Storm,Rick Moody,Fiction,2002.0
Gossip Girl #6: You're the One That I Want,Cecily von Ziegesar,Juvenile Fiction,2004.0
The Catcher in the Rye,J.D. Salinger,Fiction,1991.0
Mind Over Money,John W. Schott;Jean S. Arbeiter,Business & Economics,1998.0
Strangers from a Different Shore,Ronald Takaki,History,1998.0
Stephen King Omnibus,Stephen King,New England,1999.0
Vampire Mountain,Darren Shan,Juvenile Fiction,2004.0
An Unfinished Life,Robert Dallek,Biography & Autobiography,2004.0
Gossip Girl #1,Cecily von Ziegesar,Young Adult Fiction,2002.0
Gossip Girl #3: All I Want is Everything,Cecily von Ziegesar,Young Adult Fiction,2003.0
A Supposedly Fun Thing I'll Never Do Again,David Foster Wallace,Humor,1997.0
Brideshead Revisited,Evelyn Waugh,Fiction,1982.0
The Complete Stories of Evelyn Waugh,Evelyn Waugh,Fiction,2000.0
Don't Stop the Carnival,Herman Wouk,Fiction,1992.0
Youngblood Hawke,Herman Wouk,Fiction,1992.0
American Government,Karen O'Connor;Larry Sabato,Political Science,2005.0
Essentials of American Government,Karen O'Connor;Larry J. Sabato,Political Science,2005.0
The Non-designer's Web Book,Robin Williams;John Tollett,Computers,2006.0
Don't Make Me Think!,Steve Krug,Computers,2006.0
"Mary Wollstonecraft Shelley's Frankenstein, or, The modern Prometheus",Mary Wollstonecraft Shelley;Susan J. Wolfson,Fiction,2007.0
Oscar Wilde's The Picture of Dorian Gray,Oscar Wilde;Andrew Elfenbein,Fiction,2007.0
Andrew Carnegie and the Rise of Big Business,Harold C. Livesay,Biography & Autobiography,2007.0
The Power of One,Louis E. Catron,Performing Arts,2000.0
The Little Prince,Antoine de Saint-Exupéry;Katherine Woods,"Children's literature, French",1974.0
The Thirteenth Tribe,Arthur Koestler,Jews,1977.0
Invisible Cities,Italo Calvino,,1979.0
Running in the Family,Michael Ondaatje,"Authors, Canadian",1984.0
The Circus of Adventure,Enid Blyton,Juvenile Fiction,1988.0
The Island of Adventure,Enid Blyton,Abandoned mines,1988.0
The African Trilogy,Chinua Achebe,English fiction,1988.0
A Gift of Wings,Richard Bach,Air pilots,1989.0
The Orchard Keeper,Cormac McCarthy,Community life,1994.0
The Real Frank Zappa Book,Frank Zappa;Peter Occhiogrosso,Rock musicians,1990.0
A Dangerous Fortune,Ken Follett,"Banks and banking, British",1994.0
The Border Trilogy,Cormac McCarthy,Fiction,2002.0
Misreadings,Umberto Eco,Literary Criticism,1994.0
Vurt,Jeff Noon,Brothers and sisters,1994.0
In Pharaoh's Army,Tobias Wolff,"Authors, American",1995.0
The Reality Dysfunction,Peter F. Hamilton,English fiction,1997.0
Paper Money,Ken Follett,Conspiracies,1996.0
An Unquiet Mind,Kay Redfield Jamison,Biography & Autobiography,1997.0
The Golden Key,Melanie Rawn;Jennifer Roberson;Kate Elliott,Families,1997.0
Into the Wild,Jon Krakauer,True Crime,1998.0
A Second Chance at Eden,Peter F. Hamilton,Science fiction,1999.0
The Memoirs of Cleopatra,Margaret George,Egypt,1998.0
Just Disgusting!,Andy Griffiths,Australian fiction,2002.0
Bridget Jones,Helen Fielding,Diary fiction,1999.0
Rumer Godden,Anne Chisholm,British,1999.0
Four to Score,Janet Evanovich,Bail bond agents,1999.0
High Five,Janet Evanovich,Bail bond agents,2000.0
Hot Six,Janet Evanovich,Bail bond agents,2001.0
The Sign of the Cross,Colm Tóibín,Catholics,2001.0
Them,Jon Ronson,Political leadership,2002.0
Just as Long as We're Together,Judy Blume,Families,2006.0
Hour Game,David Baldacci,Fiction,2005.0
Bosnia,Noel Malcolm,Bosnia and Hercegovina,2002.0
Every Boy's Got One,Meg Cabot,Americans,2005.0
Under the Banner of Heaven,Jon Krakauer,Mormon fundamentalism,2004.0
Downsize This!,Michael Moore,American Wit And Humour,2002.0
Marching Powder,Rusty Young,Cocaine industry,2004.0
Absolute Power,David Baldacci,Murder,2003.0
Chasing the Monsoon,Alexander Frater,India,2005.0
Indecision,Benjamin Kunkel,Fiction,2006.0
Blackout,John J. Nance,Bombings,2000.0
American Psycho,Bret Easton Ellis,American fiction,2000.0
The Mimic Men,V. S. Naipaul,British,2002.0
A Bend in the River,V. S. Naipaul,Fiction,2002.0
The Enigma of Arrival,V. S. Naipaul,England,2002.0
A House for Mr Biswas,Vidiadhar Surajprasad Naipaul,Autonomy (Psychology).,1961.0
The Hunters,Claire Messud,American fiction,2003.0
Dirt Music,Tim Winton,Fiction,2008.0
The Hitchhiker's Guide to the Galaxy,Douglas Adams,"Dent, Arthur (Fictitious character)",2002.0
Ragtime,E. L. Doctorow,Fiction,1975.0
City on the Seine,Andrew P. Trout,Paris (France),1996.0
Fire on the Mountain (Hb),Adam Hochschild,Antislavery movements,2005.0
"The Poet, the Warrior, the Prophet",Rubem A. Alves,Religion,2002.0
From Russia with Love,Ian Fleming,Adventure stories,1957.0
Casino Royale,Ian Fleming,"Bond, James (Fictitious character)",1988.0
The Walls of Spyte,Dave Morris;Oliver Johnson;Jamie Thomson;Russ Nicholson;Geoff Wingate,,1988.0
How the Irish Saved Civilization,Thomas Cahill,Books,1995.0
Escape,James Clavell,Fiction,1996.0
Flatmates,Chris Manby,Apartments,1997.0
Crucifix Lane,Kate Mosse,London (England),1998.0
Shōgun,James Clavell,British,1975.0
Whirlwind,James Clavell,Fiction,1999.0
Running Away from Richard,Chris Manby,Actresses,2001.0
"The Road to War, 1933-1939",Andrew Hunt,Germany,2000.0
Five on a Treasure Island,Enid Blyton,Adventure stories,2001.0
Five Go Adventuring Again,Enid Blyton,Children's stories,2001.0
Five Go to Smuggler's Top,Enid Blyton,Children's stories,2001.0
Five Get Into a Fix,Enid Blyton,"Adventure stories, English",2001.0
Five Have a Mystery to Solve,Enid Blyton,Children's stories,2001.0
On Writing,Stephen King,"Authors, American",2001.0
Girl Meets Ape,Chris Manby,Animal sanctuaries,2004.0
The Waste Lands,Stephen King,Adventure fiction,2003.0
The Art of Happiness at Work,Dalai Lama XIV Bstan-ʼdzin-rgya-mtsho;Howard C. Cutler,Buddhism,2003.0
Stranger in a Strange Land,Robert A. Heinlein,Science fiction,2005.0
The Pact,Jodi Picoult,Bereavement,2005.0
Interstellar Pig,William Sleator,Human-alien encounters,2001.0
Nightingale's Song,Kate Pennington,Juvenile Fiction,2006.0
The Secret Seven,Enid Blyton,Adventure fiction,2006.0
A Fish Dinner in Memison,Eric Rucker Eddison,,1970.0
Tales of the Cthulhu Mythos,Howard Phillips Lovecraft,Horror tales,1975.0
